,tweet_text,cyberbullying_type,lang,score,y,processed
12713,@nethercott_eden: Why is #WomenAgainstFeminism a thing? learn what something means before you are against it Et tu? http://t.co/Evsre0f1Rd,gender,en,0.9999971903222622,1,@ why is womenagainstfeminism a thing learn what something means before you are against it et tu @link@
12726,"I'm not sexist, except when I am. @gentlemanbycond I am not sexist but I do believe in certain gender roles when it comes to marriage",gender,en,0.9999957674633864,1,im not sexist except when i am @ i am not sexist but i do believe in certain gender roles when it comes to marriage
12727,#MileyCyrus Miley Cyrus Makes Gay Date Rape Joke At London Gay Nightclub: VIDEO http://ift.tt/1ltPlbe,gender,en,0.9999971841859427,1,mileycyrus miley cyrus makes gay date rape joke at london gay nightclub video @link@
12776,"I'm not sexist, there are women everywhere! @dubhe80",gender,en,0.9999950792105664,1,im not sexist there are women everywhere @
12876,"Video: queerpoc: ""I’m not gonna apologize for my rape jokes, I’m not gonna apologize for my gay jokes or... http://tmblr.co/ZYGeAt1SauEx6",gender,en,0.9999950356023876,1,video queerpoc i’m not gonna apologize for my rape jokes i’m not gonna apologize for my gay jokes or @link@
12894,@Amb_MSteiner #GermanProfessor gives meaning to term FemiNazi.Doesn't hire Indian Men bcz of Indias's Rape Problem.,gender,en,0.9999957857054884,1,@ germanprofessor gives meaning to term feminazidoesnt hire indian men bcz of indiass rape problem
12924,"After reading all the Rape and Gay jokes on Chris Gayle after IPL innings, I really appreciate how much we Indians celebrate Rape.",gender,en,0.9999935333090616,1,after reading all the rape and gay jokes on chris gayle after ipl innings i really appreciate how much we indians celebrate rape
12932,@feministlah @GreenWeiner No True Scotsman.,gender,en,0.999996753527778,1,@ @ no true scotsman
12938,#MKR I really hope they get out-sassed,gender,en,0.9999973578426362,1,mkr i really hope they get out-sassed
13001,Women's bathrooms are so much worse than men's.  Everyone agrees. #fuckthanksgiving,gender,en,0.9999956535758664,1,womens bathrooms are so much worse than mens  everyone agrees fuckthanksgiving
13027,"WATCH: Audience Revolts After Margaret Cho Jokes About Rape, Whites, Gay People - Breitbart http://www.breitbart.com/big-hollywood/2016/03/28/margaret-cho-angers-audience-with-jokes-about-rape-white-people-garry-shandling/",gender,en,0.9999963784901432,1,watch audience revolts after margaret cho jokes about rape whites gay people - breitbart @link@
13045,#MileyCyrus Miley Cyrus Makes Gay Date Rape Joke At London Gay Nightclub: VIDEO http://ift.tt/1jp4Z34,gender,en,0.9999974504960332,1,mileycyrus miley cyrus makes gay date rape joke at london gay nightclub video @link@
13056,VIDEO: Miley Cyrus Makes Date Rape Joke at Gay Nightclub http://bit.ly/SPS2dW,gender,en,0.9999960060529433,1,video miley cyrus makes date rape joke at gay nightclub @link@
13112,#MileyCyrus Miley Cyrus Shocks With Insensitive 'Date Rape Joke' And 'Gay Comments' [WATCH VIDEO] http://ift.tt/1nEf4yC,gender,en,0.9999947860466176,1,mileycyrus miley cyrus shocks with insensitive date rape joke and gay comments watch video @link@
13134,#MileyCyrus Miley Cyrus causes controversy with date-rape 'joke' at GAY club gig in London http://ift.tt/1qxW0qn,gender,en,0.9999964034943007,1,mileycyrus miley cyrus causes controversy with date-rape joke at gay club gig in london @link@
13161,Miley Cyrus makes date rape joke onstage at GAY http://dlvr.it/5f1GgF,gender,en,0.9999955599300622,1,miley cyrus makes date rape joke onstage at gay @link@
13181,NY Post Makes Gay Rape Joke on Jared Fogle Cover http://twib.in/l/5bXB5XBeMXB #LGBT | https://twibble.io,gender,en,0.9999989197849536,1,ny post makes gay rape joke on jared fogle cover @link@ lgbt  @link@
13226,4 Reasons Why People Joke About Gay Rape http://ift.tt/1mBo8RL,gender,en,0.9999980173736344,1,4 reasons why people joke about gay rape @link@
13229,@ILivUndrUrBed @CarolynnEva No.,gender,en,0.9999964343628968,1,@ @ no
13233,@ErikssonMalin85: Have u ever expressed ur anger only to be asked the question: are you hormonal? #QuestionsForMen  Testerosterone?  Yeah.,gender,en,0.9999981075004376,1,@ have u ever expressed ur anger only to be asked the question are you hormonal questionsformen  testerosterone  yeah
13244,@bonesinsetember FEMINAZI,gender,en,0.9999963205286718,1,@ feminazi
13280,#MileyCyrus Miley Cyrus makes date rape joke onstage at GAY http://ift.tt/RFWqeD,gender,en,0.9999965009706434,1,mileycyrus miley cyrus makes date rape joke onstage at gay @link@
13304,#MileyCyrus Miley Cyrus makes date rape joke: ‘Everyone’s a little bit gay… all it takes is one cocktail’ http://ift.tt/1slqvv3,gender,en,0.7142844017888221,1,mileycyrus miley cyrus makes date rape joke ‘everyone’s a little bit gay… all it takes is one cocktail’ @link@
13306,#Cyrus Miley Cyrus makes date rape joke onstage at GAY http://q.gs/6yCD0,gender,en,0.9999964648509102,1,cyrus miley cyrus makes date rape joke onstage at gay @link@
13313,#MileyCyrus Miley Cyrus makes date rape joke onstage at GAY http://ift.tt/1skdYZ0,gender,en,0.99999492823621,1,mileycyrus miley cyrus makes date rape joke onstage at gay @link@
13314,"Miley Cyrus Rides Blow-Up Dick, Tells Rape Joke at London Gay Club http://goo.gl/H2xopY",gender,en,0.9999969511570146,1,miley cyrus rides blow-up dick tells rape joke at london gay club @link@
13330,Miley Cyrus makes date rape joke onstage at GAY http://onlinetimesnews.com/miley-cyrus-makes-date-rape-joke-onstage-at-gay/,gender,en,0.9999966581792484,1,miley cyrus makes date rape joke onstage at gay @link@
13341,@harleykiddo Feminazi,gender,en,0.9999974890386788,1,@ feminazi
13374,"WATCH: Audience Revolts After Margaret Cho Jokes About Rape, Whites, Gay People http://www.thelibertyeagle.com/watch-audience-revolts-after-margaret-cho-jokes-about-rape-whites-gay-people/",gender,en,0.9999959294425488,1,watch audience revolts after margaret cho jokes about rape whites gay people @link@
13388,"#MileyCyrus Miley Cyrus 'date rape' joke goes too far? Twerker exclaims 'everyone's a little gay,' simulates ora... http://ift.tt/1jSyJtU",gender,en,0.9999974997227536,1,mileycyrus miley cyrus date rape joke goes too far twerker exclaims everyones a little gay simulates ora @link@
13449,#MileyCyrus Miley Cyrus causes controversy with date-rape 'joke' at GAY club gig in London http://ift.tt/1sHcFFl,gender,en,0.9999987355778684,1,mileycyrus miley cyrus causes controversy with date-rape joke at gay club gig in london @link@
13475,Radical? lol no @David_i_think Call me sexist. But a girl playing bf4? Lol no,gender,en,0.999997715607771,1,radical lol no @ call me sexist but a girl playing bf4 lol no
13496,"WATCH: Audience Revolts After Margaret Cho Jokes About Rape, Whites, Gay People - Breitbart http://www.breitbart.com/big-hollywood/2016/03/28/margaret-cho-angers-audience-with-jokes-about-rape-white-people-garry-shandling/ via @BreitbartNews",gender,en,0.999996300047398,1,watch audience revolts after margaret cho jokes about rape whites gay people - breitbart @link@ via @
13513,@ESTBLSHMNT please commission a story on this Dave Chapelle special on @Netflix w/rape and gay jokes.,gender,en,0.9999975774602072,1,@ please commission a story on this dave chapelle special on @ wrape and gay jokes
13523,#MileyCyrus Miley Cyrus causes controversy with date-rape 'joke' at GAY club gig in London http://ift.tt/1mjrqMA,gender,en,0.9999975339149344,1,mileycyrus miley cyrus causes controversy with date-rape joke at gay club gig in london @link@
13542,#mkr,gender,en,0.999996145074845,1,mkr
13566,Miley Cyrus makes date rape joke onstage at GAY - The Guardian http://twitbit.me/f1d947,gender,en,0.9999961341599354,1,miley cyrus makes date rape joke onstage at gay - the guardian @link@
13578,#MileyCyrus Miley Cyrus Shocks With Insensitive 'Date Rape Joke' And 'Gay Comments' [WATCH VIDEO] http://ift.tt/1j9IxAW,gender,en,0.9999946593920532,1,mileycyrus miley cyrus shocks with insensitive date rape joke and gay comments watch video @link@
13628,@AnonMnom @LBigmann Source.,gender,en,0.9999985788607868,1,@ @ source
13629,VIDEO: Miley Cyrus Makes Date Rape Joke at Gay Nightclub... http://ow.ly/2GARmA,gender,en,0.9999968452778132,1,video miley cyrus makes date rape joke at gay nightclub @link@
13751,"WATCH: Audience Revolts After Margaret Cho Jokes About Rape, Whites, Gay People - Breitbart http://ln.is/www.breitbart.com/bi/7Yzzt",gender,en,0.9999973857443764,1,watch audience revolts after margaret cho jokes about rape whites gay people - breitbart @link@
13765,"RT @avatarcmoney: Family Guy makes race jokes, gay jokes, rape jokes, etc and y'all still watch it. Save the fake mad @Dave Chappelle shit.",gender,en,0.9999963108932438,1,rt @ family guy makes race jokes gay jokes rape jokes etc and yall still watch it save the fake mad @ chappelle shit
13773,#MileyCyrus Miley Cyrus Makes Gay Date Rape Joke At London Gay Nightclub: VIDEO http://ift.tt/1nKgmYX,gender,en,0.9999971905118324,1,mileycyrus miley cyrus makes gay date rape joke at london gay nightclub video @link@
13777,@jacknicas https://t.co/BvE3ct9JM8,gender,en,0.9999976669880848,1,@ @link@
13784,@_rododo feminazi,gender,en,0.999994708450504,1,@ feminazi
13827,Kevin Hart’s Get Hard Is a “Two-Hour Joke That Gay Rape is Hilarious” Read more at https://www.phillymag.com/g-philly/2015/03/17/kevin-harts-get-hard-is-a-two-hour-joke-that-gay-rape-is-hilarious/#qBJeauCwUU8AcGMi.99,gender,en,0.9999971504934996,1,kevin hart’s get hard is a two-hour joke that gay rape is hilarious read more at @link@
13841,"Why boys crack up at rape jokes, think having a girlfriend is “gay,” and still can’t cry—and why we need to give them new and better models of masculinity. https://www.theatlantic.com/magazine/archive/2020/01/the-miseducation-of-the-american-boy/603046/",gender,en,0.9999984052895878,1,why boys crack up at rape jokes think having a girlfriend is gay and still can’t cry—and why we need to give them new and better models of masculinity @link@
13861,"@MHWitchfinder: Please, if you disagree with Harriet Harman http://t.co/hPYDZETRpN Please follow, RT http://t.co/OdFbiCEBr1 #DontDateSJWs",gender,en,0.9999977772867908,1,@ please if you disagree with harriet harman @link@ please follow rt @link@ dontdatesjws
13863,"I'm not sexist, I just become instantly virulent against women who accuse me of sexism.",gender,en,0.9999945777061924,1,im not sexist i just become instantly virulent against women who accuse me of sexism
13864,#MileyCyrus Miley Cyrus makes date rape joke onstage at GAY http://ift.tt/1gdsxxE,gender,en,0.9999973973533915,1,mileycyrus miley cyrus makes date rape joke onstage at gay @link@
13962,"Miley Cyrus Rides Blow-Up Dick, Tells Rape Joke at London Gay Club: Fans were reportedly ""shocked"" that singe... http://bit.ly/1mS4O4o",gender,en,0.9999977234129938,1,miley cyrus rides blow-up dick tells rape joke at london gay club fans were reportedly shocked that singe @link@
14008,"@botticellicream: I'm curvy. The kind men fap over, not the type of curvy feminists want you to think men fap over http://t.co/LrGri79gqo",gender,en,0.9999962406273416,1,@ im curvy the kind men fap over not the type of curvy feminists want you to think men fap over @link@
14046,Miley Cyrus makes date rape joke onstage at GAY http://dlvr.it/5dyPbJ,gender,en,0.9999969073857958,1,miley cyrus makes date rape joke onstage at gay @link@
14079,#MileyCyrus Miley Cyrus Makes Date Rape Joke At London Gay Nightclub: VIDEO http://ift.tt/RNpG3c,gender,en,0.9999962880057064,1,mileycyrus miley cyrus makes date rape joke at london gay nightclub video @link@
14083,#MileyCyrus Miley Cyrus Shocks With Insensitive 'Date Rape Joke' And 'Gay Comments' [WATCH VIDEO] http://ift.tt/1uT0l71,gender,en,0.9999970714158536,1,mileycyrus miley cyrus shocks with insensitive date rape joke and gay comments watch video @link@
14126,VIDEO: Miley Cyrus Makes Date Rape Joke at Gay Nightclub... http://ift.tt/1iDWpO6,gender,en,0.999995776570375,1,video miley cyrus makes date rape joke at gay nightclub @link@
14230,@SlagOffTwits,gender,en,0.999997070684665,1,@
14266,We're not just the dumb blondes with the pretty faces you're certainly not the second part anyway #mkr,gender,en,0.9999967185814566,1,were not just the dumb blondes with the pretty faces youre certainly not the second part anyway mkr
14279,@PolitiBunny @FemsHaveBallz,gender,en,0.99999481711091,1,@ @
14295,@Zazo032 #feminazi,gender,en,0.9999979554997672,1,@ feminazi
14311,@fee_bee_63: Kat is a completely rank cow but by God Annie is annoying #mkr But Kat's way more annoying and unbearable then Annie is,gender,en,0.9999967833930036,1,@ kat is a completely rank cow but by god annie is annoying mkr but kats way more annoying and unbearable then annie is
14322,@TinyAddiction Damn Feminazi,gender,en,0.9999963103079412,1,@ damn feminazi
14383,You're not going to get the response you're looking for. Give up. @PeerWorker,religion,en,0.9999951782863904,2,youre not going to get the response youre looking for give up @
14568,@moderncomments Liberals suddenly consider ISIS a threat.,religion,en,0.9999942038712056,2,@ liberals suddenly consider isis a threat
15432,Not all muslims are from islam you idiot,religion,en,0.9999950760704932,2,not all muslims are from islam you idiot
15522,"“Not all muslims are from islam, you idiot”",religion,en,0.9999960483533016,2,not all muslims are from islam you idiot
16048,#Hinduphobia_in_Arab Arab world : &gt;No Democracy &gt;Religious sharia law. &gt;No religious freedom to non Muslims. &gt;Religious Umma. &gt;Muslim brotherhood. &gt;Never speak against genocide due to Islamic terrorism. Ur silence has caused “Islamophoba” not us. “Practice what u Preach”,religion,en,0.9999948777575606,2,hinduphobiainarab arab world  gtno democracy gtreligious sharia law gtno religious freedom to non muslims gtreligious umma gtmuslim brotherhood gtnever speak against genocide due to islamic terrorism ur silence has caused islamophoba not us practice what u preach
16393,@MaxBlumenthal Islamophobia - fear of this. http://t.co/Ky1NQPNlYb,religion,en,0.9999976567669014,2,@ islamophobia - fear of this @link@
16860,"A Pakistani court has sentenced 86 members of a far right religious party to 55-year prison terms each for taking part in violent protests against the acquittal of a Christian woman in a blasphemy case, party officials say. https://www.aljazeera.com/news/2020/01/pakistani-activists-sentenced-blasphemy-protests-200117092607998.html",religion,en,0.9999986983669016,2,a pakistani court has sentenced 86 members of a far right religious party to 55-year prison terms each for taking part in violent protests against the acquittal of a christian woman in a blasphemy case party officials say @link@
18440,#Hinduphobia_in_Arab Arab world : &gt;No Democracy. &gt;Religious sharia law &gt;No religious freedom to non Muslims. &gt;Religious Umma. &gt;Muslim brotherhood. &gt;Never speak against genocide due to Islamic terrorism. Ur silence has caused “Islamophoba” not us. “Practice what u Preach”.,religion,en,0.9999958829941544,2,hinduphobiainarab arab world  gtno democracy gtreligious sharia law gtno religious freedom to non muslims gtreligious umma gtmuslim brotherhood gtnever speak against genocide due to islamic terrorism ur silence has caused islamophoba not us practice what u preach
18549,Human Rights Campaign: A Christian woman kidnapped by Muslims - Sign the Petition! http://chng.it/TGT8H2mY via @Change,religion,en,0.5714269466342801,2,human rights campaign a christian woman kidnapped by muslims - sign the petition @link@ via @
18575,"This is what happened yesterday! Germany police raided some shia mosques, with their boots and dogs. Disrespect the Quran and duas books for pleased their master US and Israhell. Hezbollah are those who fight against Isis and terrorist groups in Syria, and defending minorities!",religion,en,0.999997665029956,2,this is what happened yesterday germany police raided some shia mosques with their boots and dogs disrespect the quran and duas books for pleased their master us and israhell hezbollah are those who fight against isis and terrorist groups in syria and defending minorities
18834,“Not all Muslims are from Islam you idiot”,religion,en,0.9999977747190184,2,not all muslims are from islam you idiot
19015,"A Pakistani court has sentenced 86 members of a far right religious party to 55-year prison terms each for taking part in violent protests against the acquittal of a Christian woman in a blasphemy case, party officials say. https://www.aljazeera.com/news/2020/01/pakistani-activists-sentenced-blasphemy-protests-200117092607998.html",religion,en,0.9999972555106889,2,a pakistani court has sentenced 86 members of a far right religious party to 55-year prison terms each for taking part in violent protests against the acquittal of a christian woman in a blasphemy case party officials say @link@
19132,ISIS and other #terrorist groups have no legitimacy or authority to declare #jihad. They are #evil against humanity. We will defeat ISIS.,religion,en,0.9999954795991411,2,isis and other terrorist groups have no legitimacy or authority to declare jihad they are evil against humanity we will defeat isis
19576,Human Rights Campaign: A Christian woman kidnapped by Muslims - Sign the Petition! http://chng.it/fwntMkFz via @Change,religion,en,0.9999959214583104,2,human rights campaign a christian woman kidnapped by muslims - sign the petition @link@ via @
19977,"Hey @PeteButtigieg You can't say it's ""immoral"" for Christians not to support radical environmentalism when you support killing children in abortions up to birth. Until you stop supporting abortion you have no moral authority. http://bit.ly/2Lp3Sta",religion,en,0.9999969255875404,2,hey @ you cant say its immoral for christians not to support radical environmentalism when you support killing children in abortions up to birth until you stop supporting abortion you have no moral authority @link@
20069,not all muslims are from islam you idiot,religion,en,0.9999959005612692,2,not all muslims are from islam you idiot
20147,#Hinduphobia_in_Arab U hv religious sharia law. U give no religious freedom to non Muslim. U hv religious Umma. U pray for Muslim brotherhood. We pray for humanity U never speak against genocide due Islamic terrorism but we do. Ur silence has caused all “Islamophoba” not us,religion,en,0.9999952721243895,2,hinduphobiainarab u hv religious sharia law u give no religious freedom to non muslim u hv religious umma u pray for muslim brotherhood we pray for humanity u never speak against genocide due islamic terrorism but we do ur silence has caused all islamophoba not us
20488,Update: A brave Christian woman in Iran speaks Pray Mary continues to courageously stand up for the rights of Christians in Iran. https://www.opendoorsusa.org/prayerapp,religion,en,0.9999958440881436,2,update a brave christian woman in iran speaks pray mary continues to courageously stand up for the rights of christians in iran @link@
20614,Not all Muslims are from Islam you idiot,religion,en,0.9999967496486326,2,not all muslims are from islam you idiot
20645,@MaxBlumenthal Islamophobia - fear of this. http://t.co/6nqTUXhW36,religion,en,0.9999971570897308,2,@ islamophobia - fear of this @link@
20791,@MaxBlumenthal Islamophobia - fear of this. http://t.co/NWjzljBhOe,religion,en,0.9999961240118264,2,@ islamophobia - fear of this @link@
21215,The operation that took down al-Baghdadi was named after Kayla Mueller. Mueller was an American Christian woman and human rights activist who was kidnapped by ISIS. https://washex.am/2BLEN6f,religion,en,0.9999976565549478,2,the operation that took down al-baghdadi was named after kayla mueller mueller was an american christian woman and human rights activist who was kidnapped by isis @link@
21227,"What he is saying is correct. Road should be clear. We can't let Jihadi, rapist sympathisers to block out road.for ever. And how come Kapil Mishra 's statement insight violence, Muslims were rioters. Does Kapil Mishra has great command on Muslim? You Idiot.",religion,en,0.99999673401455,2,what he is saying is correct road should be clear we cant let jihadi rapist sympathisers to block out roadfor ever and how come kapil mishra s statement insight violence muslims were rioters does kapil mishra has great command on muslim you idiot
21611,@MaxBlumenthal Islamophobia - fear of this. http://t.co/MTgDmZGhSQ,religion,en,0.9999952040109956,2,@ islamophobia - fear of this @link@
21895,@MaxBlumenthal Islamophobia - Fear of this. http://t.co/IFRn2T77KF,religion,en,0.9999966180545484,2,@ islamophobia - fear of this @link@
21990,All #Wahhabis are #Potential #Terrorists! http://bit.ly/2KZn8iT by HH #YounusAlGohar MUST WATCH VIDEO FOR ALL #Muslims #ExMuslims #Wahhabism #Salafism #Deobandi #Islam #Quran #Muhammad #Koran #ISIS #Taliban #AlQaeda #BokoHaram #AlShabab #Daesh #IslamicState #IS #ISIL,religion,en,0.999996219395806,2,all wahhabis are potential terrorists @link@ by hh younusalgohar must watch video for all muslims exmuslims wahhabism salafism deobandi islam quran muhammad koran isis taliban alqaeda bokoharam alshabab daesh islamicstate is isil
22023,#Hinduphobia_in_Arab U have religious sharia law &amp; no freedom of religion to other non-Muslim . U have religious Umma not us. U pray for Muslim brotherhood &amp; We pray for humanity U never speak against genocide due Islamic terrorism Ur silence is cause all “Islamophoba” not us,religion,en,0.9999970902256377,2,hinduphobiainarab u have religious sharia law amp no freedom of religion to other non-muslim  u have religious umma not us u pray for muslim brotherhood amp we pray for humanity u never speak against genocide due islamic terrorism ur silence is cause all islamophoba not us
22244,“A Pakistani court has sentenced 86 members of a far right religious party to 55-year prison terms each for taking part in violent protests against the acquittal of a Christian woman in a blasphemy case.” https://www.aljazeera.com/news/2020/01/pakistani-activists-sentenced-blasphemy-protests-200117092607998.html,religion,en,0.9999948971592776,2,a pakistani court has sentenced 86 members of a far right religious party to 55-year prison terms each for taking part in violent protests against the acquittal of a christian woman in a blasphemy case @link@
22317,"I need to just switch to an organization-based github, but I don't want to pay $25/month because I'm cheap. :\",other_cyberbullying,en,0.9999982971566812,3,i need to just switch to an organization-based github but i dont want to pay 25month because im cheap 
22319,@murphy_slaw https://t.co/M8w8xnUnDL,other_cyberbullying,en,0.999996588695905,3,@ @link@
22325,"The morning after, hung over, struggling to remember how that pile of o'reilly books ended up in your bed. ""WHAT DID I CODE LAST NIGHT""",other_cyberbullying,en,0.99999508993155,3,the morning after hung over struggling to remember how that pile of oreilly books ended up in your bed what did i code last night
22328,That #BegaCheese ad is SO old I'm wondering if the old digger is still alive...  #MKR  lol,other_cyberbullying,en,0.9999945264457974,3,that begacheese ad is so old im wondering if the old digger is still alive  mkr  lol
22337,@JillWetzler I ❤️ u,other_cyberbullying,en,0.99999658865763,3,@ i ❤️ u
22339,@mikeage what isn't? ;P,other_cyberbullying,en,0.9999966391680112,3,@ what isnt p
22344,RT @wilkieii: The @InnovatingWomen account is literally @wadhwa retweeting himself talking for women in tech. Seriously. Look at it. #StopW…,other_cyberbullying,en,0.9999978569768688,3,rt @ the @ account is literally @ retweeting himself talking for women in tech seriously look at it stopw…
22346,@MariachiMacabre it's cool. Don't worry about it,other_cyberbullying,en,0.999996532419174,3,@ its cool dont worry about it
22348,@TheQuinnspiracy I AM SO FUCKING EXCITED ARE YOU EXCITED,other_cyberbullying,en,0.9999972540062388,3,@ i am so fucking excited are you excited
22354,"@iglvzx @SwiftOnSecurity don't forget, we don't even *use* git. That's an export. We use svn. :P",other_cyberbullying,en,0.9999978753277016,3,@ @ dont forget we dont even use git thats an export we use svn p
22357,"@a_man_in_black in all seriousness, i've been dying my hair since my teens. I can't remember the last time I used a single shade. Too flat.",other_cyberbullying,en,0.9999951289268528,3,@ in all seriousness ive been dying my hair since my teens i cant remember the last time i used a single shade too flat
22360,Oh yeah Colin! Smash those girls! :D #MKR,other_cyberbullying,en,0.9999944991651408,3,oh yeah colin smash those girls d mkr
22367,Someone sent pizza to the wrong address. Again. /baph is so incredibly incompetent. FreeBSD is supportive as usual. http://t.co/RFiG4kp3nr,other_cyberbullying,en,0.999994855651984,3,someone sent pizza to the wrong address again baph is so incredibly incompetent freebsd is supportive as usual @link@
22368,"Yo, ladies. I think it's time we sit down as a group and talk about #stopwadhwa2015. google hangouts, broadcasted.",other_cyberbullying,en,0.9999961533384002,3,yo ladies i think its time we sit down as a group and talk about stopwadhwa2015 google hangouts broadcasted
22376,The puppy I almost got: https://t.co/uG9ruAz6BA,other_cyberbullying,en,0.9999975324093078,3,the puppy i almost got @link@
22383,Kat the #CuntFaceBitch #mkr lives to fight on. http://t.co/ngtgO2U85R,other_cyberbullying,en,0.9999957087108924,3,kat the cuntfacebitch mkr lives to fight on @link@
22396,ALL I WANT TO DO IS PLAY MIGHT &amp; MAGIC: HEROES IV WHAT IS THIS SHIT http://t.co/vELtL1gxNg,other_cyberbullying,en,0.9999956226646672,3,all i want to do is play might amp magic heroes iv what is this shit @link@
22403,@nigel_kerr &lt;3,other_cyberbullying,en,0.9999946455413216,3,@ lt3
22408,Omg Kat and Andre are cooking at Mandurah crab fest this Saturday. I want to go just so I can flip her the bird!!! Skanky mole #mkr,other_cyberbullying,en,0.9999968697815292,3,omg kat and andre are cooking at mandurah crab fest this saturday i want to go just so i can flip her the bird skanky mole mkr
22413,Please nominate @ggautoblocker for a shorty award in non-human :) http://t.co/h135mkdkjN,other_cyberbullying,en,0.999992965009498,3,please nominate @ for a shorty award in non-human  @link@
22416,@PeerWorker @EvvyKube uh. You came to me with financial threats.,other_cyberbullying,en,0.9999949972294552,3,@ @ uh you came to me with financial threats
22417,these are women not on social media. these are women not like the ones you are interviewing. - because women on social media aren't real.,other_cyberbullying,en,0.9999979297615932,3,these are women not on social media these are women not like the ones you are interviewing - because women on social media arent real
22420,@wetsprocket dad?,other_cyberbullying,en,0.9999963087123354,3,@ dad
22424,RT @sheconsulting: 63% of women know someone who’s been harassed online. RT @amyvernon: via @RadCampaign #SVU #IntimidationGame http://t.co…,other_cyberbullying,en,0.9999968531686416,3,rt @ 63 of women know someone who’s been harassed online rt @ via @ svu intimidationgame @link@…
22430,@voretaq7 @chilblane i'm sorry. :(,other_cyberbullying,en,0.9999985896926662,3,@ @ im sorry 
22443,No. https://t.co/vpiOhlNGFy,other_cyberbullying,en,0.9999978020052096,3,no @link@
22444,@KirinDave holy crap. i've got 2 of them so far. just ordered a third. i've been pretty happy so far.,other_cyberbullying,en,0.999995617245621,3,@ holy crap ive got 2 of them so far just ordered a third ive been pretty happy so far
22445,https://t.co/evCLtWgzWe,other_cyberbullying,en,0.9999949421816,3,@link@
22447,@davidsgallant it could go either way. I'm not very predictable.,other_cyberbullying,en,0.9999967500922724,3,@ it could go either way im not very predictable
22464,"@StephenAtWar I'll add them to our doc. I understand applying for grants is an art, so it'll likely take a while for us to get it right.",other_cyberbullying,en,0.999996423379804,3,@ ill add them to our doc i understand applying for grants is an art so itll likely take a while for us to get it right
22479,"@Bard_of_peace ugh, no kidding. I miss being able to be an asshole, terrible as that is. I still let it out, but everything in moderation.",other_cyberbullying,en,0.9999988847608156,3,@ ugh no kidding i miss being able to be an asshole terrible as that is i still let it out but everything in moderation
22481,"OK, amazing and awesome folks that have emailed us. We're regrouping and discussing each email, will have responses out Soon™ :)",other_cyberbullying,en,0.999995781978998,3,ok amazing and awesome folks that have emailed us were regrouping and discussing each email will have responses out soon™ 
22485,RT @randi_ebooks: @Queer_Dalek @KaylinEvergreen @freebsdgirl you could just start an ebooks account just so i had more shit to argue with.,other_cyberbullying,en,0.9999973771892268,3,rt @ @ @ @ you could just start an ebooks account just so i had more shit to argue with
22492,I NEED THIS. http://t.co/wG3Ihg0SlR http://t.co/H4H8KKBlUJ,other_cyberbullying,en,0.9999977282159358,3,i need this @link@ @link@
22497,"@SFtheWolf @max2000warlord no worries. the whole ""you scare easily"" is seriously the most hilarious thing I've seen all day.",other_cyberbullying,en,0.9999973399205444,3,@ @ no worries the whole you scare easily is seriously the most hilarious thing ive seen all day
22498,@aninkyaffair I am jealous.,other_cyberbullying,en,0.9999959026566768,3,@ i am jealous
22503,"@m1sp er, into a single model i mean. from multiple corpuses. or whatever.",other_cyberbullying,en,0.9999955026460156,3,@ er into a single model i mean from multiple corpuses or whatever
22504,@contraculto blame @Leonard_Delaney for writing it. :P,other_cyberbullying,en,0.9999984351516268,3,@ blame @ for writing it p
22520,"i just showered in the hottest possible water while and exfoliated like crazy for the past 30 minutes. not even joking. fu, science.",other_cyberbullying,en,0.9999962661134932,3,i just showered in the hottest possible water while and exfoliated like crazy for the past 30 minutes not even joking fu science
22523,Still the best website on the internet: http://t.co/IiibIFWNuW #stopwadhwa2015,other_cyberbullying,en,0.9999981386048696,3,still the best website on the internet @link@ stopwadhwa2015
22524,Yreka: still alive,other_cyberbullying,en,0.9999973133329644,3,yreka still alive
22525,@Kuroishi11 @0xabad1dea the swap &amp; sale page on facebook is realllly good for finding older pieces at normal prices.,other_cyberbullying,en,0.9999950031422888,3,@ @ the swap amp sale page on facebook is realllly good for finding older pieces at normal prices
22530,@dilettante thanks ;) more fun stuff coming soon.,other_cyberbullying,en,0.9999967585945188,3,@ thanks  more fun stuff coming soon
22540,@Weeezza you must have been drunk five minutes into #MKR2015 #MKR,other_cyberbullying,en,0.9999986773060284,3,@ you must have been drunk five minutes into mkr2015 mkr
22556,"RT @JillWetzler: When you're a woman and/or an underrepresented minority, you fear people will view you as being hired for something other …",other_cyberbullying,en,0.999994449171837,3,rt @ when youre a woman andor an underrepresented minority you fear people will view you as being hired for something other …
22561,@MadcapOcelot I think @ameliagreenhall did that in her first blog post about him. Doing it programmatically is *really* hard.,other_cyberbullying,en,0.9999982623793424,3,@ i think @ did that in her first blog post about him doing it programmatically is really hard
22563,On that Supernova facebook thread. Hoooooooly shit.,other_cyberbullying,en,0.9999968424834998,3,on that supernova facebook thread hoooooooly shit
22574,@SantaCruzTax soon. We've been working on it. Gotta move fast.,other_cyberbullying,en,0.9999951622516192,3,@ soon weve been working on it gotta move fast
22576,(It didn't work.),other_cyberbullying,en,0.9999936925156486,3,it didnt work
22577,@StephenAtWar IT IS CHARGING OKAY???,other_cyberbullying,en,0.9999951231767674,3,@ it is charging okay
22590,@hirojin it's a bug.,other_cyberbullying,en,0.9999971096565538,3,@ its a bug
