,tweet_text,cyberbullying_type,lang,score,y,tweet_length
14808,"If don't necessarily like me and don't care to support me financially, here's my latest on the threat of Radical Islam, and the roles of Christians, particularly Christian nations and magistrates FOR FREE. FOR FREE: The Kenyan Eleven http://www.truthdispatch.com/?p=12808 via @TreyMays",religion,en,0.999995743658464,2,285
14810,"@ScottMorrisonMP You have a serious education problem in this country, Cutting History is an obvious mistake Also like to highlight these BLM idiots are voting against their own actions, Aboriginals &amp; Muslims have really got to offend to get jailed, then it is 100% their fault",religion,en,0.9999961636539316,2,281
14823,Shame on propagandists like u who twists facts 2 further their agenda. You from outside India joined by waste fellows from pak n India. Have sense &amp; strength 2 condemn pak sponsored islamic terrorism. Use u r hate 4 betterment of humanity not destruction by siding with terrorists,religion,en,0.9999936763756236,2,284
14831,"You can read Gibbon on Rome, Thucydides on Athens &amp; Sparta, Ibn Khaldun on the dynastic Muslim empires, or the Brook series on Imperial China - many explanations of rise, fall and change but one factorhaunts them all - at the time of collapse there's some 'effing idiot in charge!",religion,en,0.9999971977699512,2,284
14858,"https://twitter.com/BabakTaghvaee/status/1273049529487589376?s=19 minorities?? muslims ?? and why no words for muslims in other countries?? iran, china, syria, iraq... why you dont cry when little muslim kids dies with missiles hitting their home??when talivan behead women just for stepping out?? idiots",religion,en,0.9999958129712616,2,304
14896,1/2 Have you ever heard of useful idiots &amp; agent provocateurs now here to discredit #BlackLivesMatter just like&gt;&gt;&gt;You do know 5th columnists like Hamas originally a creation of #Israel with Muslim Brotherhood to split the Palestinian struggle #PLO &amp; directly against #Fatah #PFLP,religion,en,0.9999956761899298,2,296
14900,"AmericansHate Obamas for supporting WTC terrorists to construct a mosque der& HillaryClinton as she is not a woman of substance,or she wud have kicked her husband wen caught in MonicaLewinsky affair InToday's scenario u have to fight China&amp;Islamic terrorism @POTUS is de bestbet",religion,en,0.9999946542498168,2,282
14921,"Imran Khan @path of Julfkar Ali Bhutto.Imran Khan would be hang by the ISI,Pakistani Jihadi Army. Pakistani Army is cruel, rapist&amp;blot on the humanity as well as the assembly of Terrorist's Jihad's Org. History witnessed what cruelty was done by the Pakistani Army in Bangladesh.",religion,en,0.9999971454055664,2,283
14927,"As a Muslim if you find yourself facing rape allegations problem, blame yourself, either you indulge in premarital affairs, fails to adhere to Qur'an (17:32) warning or you try to be a moderate or modern Muslim. If it comes from your wife, Just divorce the idiot &amp; send her back.",religion,en,0.9999964848054306,2,283
14935,You are proud to hindu but you are not even safe from islamic terrorism rising in india under the shelter of secularism. You people have to be aware about islamic terrorism &amp; its future mission in india to destroy the country. Except ban quran &amp; hadith from india u arn't safe..,religion,en,0.9999973317691332,2,286
14989,"Nothing is more funny then a pakistani talking about human & humanity. First see urself what ur contry is doing with us. Supporting terrorism, sending terrorist to india for bomb blast, killing innocent ppl for fake jihad. Stop spreading hatred &amp; violence then talk abt humanity.",religion,en,0.9999960191538022,2,283
15018,Please stop all types of help and support to terrorist country pakistan. They are real cancer for humanity . We have to clear this cancer together to save Human race from this curse of Jihad and terrorism. https://www.youtube.com/watch?v=mXvmqSzhuGk https://www.youtube.com/watch?v=FhaPd-7uPXM,religion,en,0.9999953314382092,2,293
15071,"You fucking Russian idiot - For the rest of you - Obama has NO riots. He Did not BABBLE about Antifa. He also did not praise you, the KKK and other NEO NAZIS. He KILLED bin Laden, not everyone remotely Muslim. FUCK OFF PUTIN. Oh, he didn’t do this https://twitter.com/crazyberniee/status/1273065062337560576",religion,en,0.9999983599386496,2,307
15089,"Not only America best when remaining secular & respecting all religions. In Islam, for example, terrorists take passages out of context to justify jihad &amp; crimes against humanity. Sessions quoting Biblical passage used to justify slavery to justify separating kids/parents tragic.",religion,en,0.999994564605542,2,284
15182,"Idiot, if this was happening every day then there would be no Muslim is left in India. About Kashmir, who raised jihad against Kashmiri pundits in 1990? What you see today is a reaction of your ancestors actions. read history &amp; you will know who destroyed temples to build Mosque",religion,en,0.9999964809480384,2,283
15194,"Beware false prophets.The Democrat party “booed” mention of God’s name at their National Convention.They support: infanticide, sexual perversion, repression of Christians, anti-Semitism, Marxism, &amp; radical Islam.They disrespect our veterans &amp; flag. President Trump is our warrior.",religion,en,0.999995770456048,2,288
15222,"Obviously, you do not believe in LAW and ORDER! These idiots are NOT ""innocent people"" - they think it's OK to trample on everyone's rights! Try wearing a blue uniform sometime &amp; you will understand what they go through EVERY SINGLE DAY! We know who you like - Muslim terrorists!",religion,en,0.9999967337332656,2,283
15232,"1)The American EvangeliCONs only politicize Christianity and have been promoting their perverted creed 2)They turn their backs on certain Christians but promote the cause of others, depending on the region 3) These radical terrorists support a belligerent &amp; bloody foreign policy",religion,en,0.9999966616785212,2,283
15238,"Yes First BAN and get your terrorists in Afghanistan Fighting Jihad and killing Inocents Infants, https://www.aljazeera.com/news/2020/05/afghanistan-gunmen-storm-kabul-hospital-200512071439807.html Why dont you pass on your lecture of Humanity to htem first. Then talk about muslims in India They are better off then those Radicals",religion,en,0.9999966013025592,2,331
15258,"Her Name Is Bevelyn Beatty & She Is A Christian Woman Who Has Faith “WITH Works.” —She Is Right!— Pacified Christians Conscent to their death &amp; PERMIT SATAN to reign over America’s death, are WRONG! —I John 3:8— “..Jesus Came to destroy the works of the devil” —We Are IN-Christ!—",religion,en,0.9999981975832424,2,284
15295,#PakistanAgainstMinorities A 25 years old #Christian woman #AsmaYaqoob died in #Sialkot #Pakistan after #MohdRizwanGujjar poured kerosene on her body &amp; set her on fire that resulted on 80% burns. Just b’coz she rejected the marriage proposal doesn’t mean she has no right to live.,religion,en,0.9999966678725742,2,284
15310,Muslims-Jihadis-Terrorists CONSPIRING Ghazwa-e-Hind Dar-ul-Harb JIHAD+ against Hindus-Hindutva-Hindusthan-Humanity&gt;can't hv Political-Religious-Educational+ FREEDOM &amp; Voting RIGHTS in HINDUSTHAN M-Jihadis-Predators-Barbarians r close to success of Population-Demography-Jihad,religion,en,0.9999982168184872,2,282
15388,"@PBCountySheriff I want you to know that I love &amp; support every Christian, Jew, &amp; Islamic on the force. I do not support radical Islam. Only love &amp; peace. I believe in Augustus Caesar's peace. Yahushua (Christ) gave him a good name because he practiced Satanism to hurt people...",religion,en,0.9999972565833586,2,291
15404,"DMK is not atheist.Most people in DMK don’t follow Periyar.The real issue is, radical Muslims &amp; minority Christians piggyback on DMK to reap the benefits. DMK use their convoluted ideologies to support them. They‘ve become a liaison between center &amp; minority.DMK is Anti-Brahmins.",religion,en,0.9999985839854976,2,288
15415,"One more Down = Humanity &amp; World Saved from Radical Islamic Muslim Evil Reproducing Pigs Chinese Virus, Invaders, Infiltrators, Dead Animal Eaters Bio Jihad Hinduphobia pogrom unleashed by Infiltrators, Rapists, Bombers, Squatters, Allaah U Gabbars, Killers, Terrorists Murderers",religion,en,0.9999980600234136,2,283
15461,"Save a Life, Save All Humanity--Take a Life, Kill All Humanity. with respect please stop talking nonsense. first they are not the messenger of God it's sin to say that.second they don't do jihad killing innocents are not jihad. they are terrorists wild animals. &amp; US are the same",religion,en,0.999995333488183,2,283
15487,"A @SMQureshiPTI @ImranKhanPTI Friendly advice to the Good People’s Of Pakistan. It’s Safe &amp; good ting 4 Our Nations . PAKi MUST STOP Supporting, sheltering,sponsoring, training &amp; giving medical care••To the Islamic Terrorism. U Must take them Out of your Country.U Will Burn Bg.",religion,en,0.9999958597466336,2,286
15542,"They are trying to become the American oligarchy & turn our govt into a kleptocracy that benefits the very top. A big part of their support &amp; funding is from the radical evangelicals who want this country to be a WHITE, Christians-ONLY theocracy. Together it is about total power.",religion,en,0.9999966355889452,2,284
15617,Public are rightfully angry with police about muslim paedophiles who 4 decades had police protection but what is happening now 4 someone who has been in the force must make you furious i would be but until women are kept out of politics/power the PC will idiots remain &amp; ruin UK,religion,en,0.9999975496602328,2,282
15628,"Terrorism, jihad words came 4m pakistan 4m many many years &amp; India suffering even now. 98% of world terror organizations are from that only. This is accepted by all &amp; world is calling so. PM Modi told in 2014 that no good/bad terrorist,Terrorist is againt humanity&amp;has no religion",religion,en,0.9999969943570304,2,292
15675,"Who are you? Who made you worried about it? Just look at your issues first like your London is about to become a state of radical islam and later you will see english &amp; christian terrorists. Rest as far as the @INCIndia is concerned, they support anti India agendas like Pak does.",religion,en,0.9999988407497726,2,284
15707,Prateek ji you must feel like a complete 'Chutiya' after hearing Mujibur Rahman venerating Babar. You are an idiot to think that Mujib is not understanding. He &amp; most Muslims are clear. Islam is never about tolerance &amp; assimilation &amp; it's brute force that made Islam conquer lands,religion,en,0.9999994283776684,2,292
15716,"https://twitter.com/MrSomtoOkonkwo/status/1269315113904979968?s=19 it is Only in Evil British Amalgamation Zoo Called Nigeria, that Deadly Fulani ISIS Jihad Terrorist Groups migrates to the Government Offices,because they have hijacked the Power,IPOB Family Worldwide can never be part of this Crime against Humanity.",religion,en,0.9999972546011688,2,317
15742,"Agree with you @majorgauravarya. Indians with @narendramodi think that @realDonaldTrump &amp; Americans are fair intellect &amp; intelligent to crush terrorist rogued state Pakistan that is detrimental, harmful to the world &amp;humanity.Jihad,suicide bombings, terrorism are on Pakis blood",religion,en,0.9999950711836842,2,290
15761,"ISIS was originated, funded, armed &amp; supplied by Barack Obama &amp; Hillary Clinton &amp; promoted by John McCain, Lindsey Graham &amp; John Kerry, to create chaos in Egypt &amp; the Middle East. ISIS are terrorists~ but they also burn &amp; destroy the Quran &amp; mosques, proving they're not Muslims.",religion,en,0.999993526659575,2,307
15806,"Abbé chowdh-dry,u r grey matter has dried up. Talk about pak's Islamic terrorism &amp; its consequences.Its pakis who r void of humanity &amp; curse 2 other religions worldwide.Stop intervening in Kashmir stop terror outfits.Shame none of this make sense to u #HumanityOverPakTerror",religion,en,0.9999940938995832,2,282
15822,"Have some proper ground work b4 trying to defend parasites of humanity.Their social media accounts were flooded with Jihadi &amp; Islamic state posts.Ofcourse now they’ve deleted those,still have the ss where they openly supported the terrorists &amp; called for jihad against India",religion,en,0.9999965382841948,2,282
15833,Ok you’ve all Gone crazyUa bunch of ballistic looney tunes!MLKstatues took downLincoln Memorial ruinedTuskegee airmen statuesWW &amp;Viet Nam war&amp;JesusThis isn’t racial Its insanity! RUgoing2bend knee &amp;bow to me?That’s Muslims!UR slaves again&amp;it happened. Overnight!Idiots!Wake up!?!,religion,en,0.9999974058942038,2,295
15835,#Jihad_Jihadi_Mukt_Bharat #Sankalp_Se_Siddhi Muslims-Jihadis-Terrorists Invaders-Traitors-Predators-Barbarians r BLEEDING Hindus-Hindutva-Hindusthan-Humanity since CENTURIES&gt;whenever weak&gt;they start playing Al-Taqiya of Bhai-Chara Ganga-Jamuni-Tehzeeb Emotional-Victimhood-Jihad,religion,en,0.9999978884804324,2,284
15847,Salman is muslim that is why he not only stole my Ideas but also sold to many islamic countries - he have good friendship with terror based people &amp; found guilty as a murderer If you try to Fight High wit those types of Goons thn this idiots can't handle anger &amp; used Terror..1,religion,en,0.9999972093492786,2,285
15865,& creating a discourse where Evangelical Christians who embrace radical right politics re: Israel are insulated from being called out for blatant antisemitic rhetoric due to their support for Israel &amp; are permitted to declare Jewish Democrats 'not really Jewish' &amp; antisemitic.,religion,en,0.9999956203261794,2,285
15871,"Terrorist Criminal Minds are Violent Minds Both, Criminal &amp; Violent Minds are defective &amp; Sick Minds inspired by #Quran &amp; #Islam World must unite soon to eliminate terrorists &amp; terrorism to ensure Peace &amp; Welfare over World #Muslims #ISIS #ShamimaBegum #UnitedKingdom",religion,en,0.9999979745028612,2,287
15885,"We are #Sad that @AmbassadorRice &amp; @SamanthaJPower who are @HillaryClinton &amp; @BarackObama pets refusing to admit the following they committed lynching of Muslims in Iraq, Libya Afghanistan Yemen &amp; Somalia withe the support of radical Christian Terrorist Mainstream Media. over .",religion,en,0.9999979847132112,2,290
15896,@SpeakerPelosi SHAME *EXPLAIN TO AMERICAN CITIZENS how you &amp;DemocRAT Party can support members who continually express ON FLOOR OF PEOPLES CONGRESSIONAL HSE &amp; COMMITTEE meetings SUPPORT FOR*RADICAL MUSLEM SHARIA LAW IDEOLOGY=HATRED OF: #JEWS #LGBTQ #CHRISTIANS #TrumpSupporters?,religion,en,0.999997350878084,2,286
15904,"Idiot BJP is Begging from every Religion votes.Your party's God father Ambani is taking money from even BEGGER'S because they too they are using JIO phones. Now started barking he is Muslim,Christian &amp; so and so.Are you modern day educated day&amp; night barking animal for religion?",religion,en,0.9999973065810012,2,287
15955,would you like to make any comment on the fact that virtually the same amount also say the same about Muslims ? now I'm no master of mathematics but it indicates that many have said it about both religious groups... &amp; Bill Gates &amp; China. theyve asked conspiracy theorist you idiot,religion,en,0.9999974159880728,2,288
15983,"Biggest lie ever told-3 out of 4 Canadians, love, love, love, & support Israel &amp; her people, which by the way, includes Muslims,Arabs,Egyptians,Buddhists,Christians &amp; Jews. All living, thriving &amp; working together without fear, except from radical Islamists-keep me out of your lie",religion,en,0.9999971374878928,2,292
15991,"Very true. Christians esp. of TN &amp; Kerala must acknowledge this and support the BJP for their safety, security &amp; welfare. Their Congress is hand in glove with radical Muslims &amp; their Parties like IUML, AIUDF etc. Voting for the Congress is like making Muslims powerful.",religion,en,0.9999958019559588,2,281
15996,Last time i spoke to that IDIOT SHEM BOOTH SPAIN he kept askin me if I was a muslim. Nobody has every done that before. I was eating a bacon snadwich at the time. I wish I was in the same room as him when he kept askin me.... ill catch up with him dont you worry. &amp; you bitchess.,religion,en,0.9999956439245422,2,283
16001,My experience: Christian leaders who really live by the message of radical grace = same ones who support Christians like us. They're usually the ones who talk about their own sin in the pulpit a lot (big sins) &amp; frequently ask people to forgive them. Only radical grace does that.,religion,en,0.9999959850633896,2,284
16048,#Hinduphobia_in_Arab Arab world : &gt;No Democracy &gt;Religious sharia law. &gt;No religious freedom to non Muslims. &gt;Religious Umma. &gt;Muslim brotherhood. &gt;Never speak against genocide due to Islamic terrorism. Ur silence has caused “Islamophoba” not us. “Practice what u Preach”,religion,en,0.9999948777575606,2,289
16130,Like this before I showed up!! And how it’s going to come back to me!!!???!!! WTAF?! She’s supposed to be a Christian woman?! Ohh &amp; right away the ex was like Any Good Christian Woman Would Let Him See His Family!! He Needs His Family! &amp; Yiur Not Letting Them See Him! Your,religion,en,0.999997276329364,2,281
16154,"Let me be clear. I am A CHRISTIAN woman of FAITH, AND I am a PRO-LIFE-pro-CHOICE advocate. I believe in the beautiful gift of life God gave us, &amp; in almost every case I would hope for life... BUT NO MAN on this EARTH, has the right to OVER POWER GOD's WILL. #GODGIVESUSCHOICE!!",religion,en,0.9999947270917176,2,281
16162,"What do u know about India &amp; Hinduism? India has been telling world about Islamic terrorism for &gt;30 yrs but no one was listen &amp; then 9/11 happened &amp; whole world is talking about it. Can u specify about pogroms u r talking about? If u can’t, it is better not to comment.",religion,en,0.999994448184991,2,284
16176,What?!? You think just because America had a black president and a Muslim congresswoman means there's no systemic racism? As i said watch Crips and Bloods Made in America &amp; THEN will you understand. BLM is now an official movement voice for black America its a pity idiots ruin it,religion,en,0.9999961188263262,2,284
16196,#Hinduphobia_in_Arab U have religious sharia law &amp; no freedom of religion to other non-Muslim . U have religious Umma not us. U pray for Muslim brotherhood &amp; We pray for humanity U never speak against genocide due Islamic terrorism Ur silence is cause all “Islamophoba” not us.,religion,en,0.9999981893927624,2,285
16228,"https://twitter.com/USCIRF/status/1272905669088358401?s=19 it is only the Restoration of Biafra Nation, that can put to end this madness of Fulani Jihad Terrorist Groups in all over African Continent, The Zoo Called Nigeria is over do for Disintegration, all We Ask for is Peaceful Disintegration to Save Humanity.",religion,en,0.99999831925983,2,314
16240,"For you, Jihadis-Rioters-Terrorists r INNOCENT &amp; VICTIMS BUT NATIONALIST Hindus-Hindusthanis resisting &amp; fighting for the Well-being, Protection of HINDUSTHAN r Hatemongers,Terrorists,Anti-Nationals ? If Hindus-Hindusthanis-Humanity WANT to SURVIVE&gt; #Jihad_Mukt_Bharat is MUST",religion,en,0.9999976936057512,2,287
16258,"The fact that Radical Islamic Terrorism in the US has been, at least for now, flushed down the memory hole is telling So what does it mean? It means it's all manufactured in-house. USA IC-made. Same nice ladies &amp; gents who bring u all the other manufactured crises &amp; false flags",religion,en,0.9999971388594948,2,286
16273,"Unfortunately the population of India is huge, so there’s a lot of idiots like him. But I can tell you that real Indians will not let that happen &amp; Sikhs will specifically stand to defend their fellow Muslim Indians. People like him should not be given a voice or even a retweet.",religion,en,0.9999964285795094,2,283
16282,"what about those,who constantly Support thise who conspire everyday to mass murder hundreds of innocents in the name of mad jihad...Shame on double standard frauds like owaisi..First learn to wash ur ""stinking ass""before trying to lecture others,u terrorists of the World&amp;Humanity",religion,en,0.9999982768536092,2,284
16322,"I think you need to reeducate yourself idiot. The faces of people in China, Japan, Korea &amp; Northeast India changed after WWII. Read the consequences of Atom Bombs on Hiroshima &amp; Nagasaki. By the way, u better learn how muslims lived their life in early stage's 1400 years back.",religion,en,0.9999948127758944,2,285
16326,"My friends are all conservatives, most of them are also Jewish conservatives, when we are bullied from any radical lefty, they ask me why I support all conservative party's, my answer is always, I gather facts, European Christians &amp; Jews we will be replaced if we let socialism...",religion,en,0.999997595955756,2,284
16368,Who is the idiot gave you the award in journalism? there is a difference in innocent pregnant elephant &amp; immoral pregnant Muslim woman. Shameless Muslims killed innocent pregnant elephant &amp; immoral pregnant Muslim woman instigated and provoked Riots. #RadicalMuslimTerrorist,religion,en,0.999996414938395,2,282
16423,It isn't anti muslim you idiot. The same law which existed since 2000 is applicable to every citizen of india. https://www.livelaw.in/news-updates/allahabad-hc-allows-recital-of-azan-by-muezzin-from-minarets-of-mosques-amid-lockdown-use-of-microphones-prohibited-read-judgment-156798 Read it. Educate yourself,religion,en,0.9999956731005448,2,309
16453,COVID19 is all right to kill us &amp; our children!!! This pro-life deal with Trump &amp; he his minions is about controlling people. What goes on between a woman &amp; her body is between her &amp; God nobody else’s. This is coming from a Christian woman! Trump clean up your house first,religion,en,0.9999981060545564,2,288
16492,"Evidence & Proof : Zero (0) Rhetorics: Fifty (50) In a nutshell, this is what you are. And of reading Qur'an. Don't try to teach MUSLIMs their religion, in all such attempts you present yourselves a part of batch of greatest idiots in the world. We know hw to read. https://twitter.com/IndianExMuslim/status/1280934928763334656",religion,en,0.999998649691072,2,327
16508,"Yes my dear friend u r right ,is whole society jihadist? Islam never teaches to kill fellow humans , these Al Qa'ida group who tried to communalised the indian muslims by asking them to wage jihad is just radical islamic terrorism which is present across countries &amp; continents",religion,en,0.9999987181974104,2,281
16572,"As a Christian and someone who is married to a South Korean Christian woman and with many South Korean Christian friends and family members, I think this will have short term impact and slight long term impact. I hope the church learns some right lessons from this (in US &amp; ROK).",religion,en,0.99999660731365,2,283
16575,"https://www-dailymail-co-uk.cdn.ampproject.org/v/s/www.dailymail.co.uk/news/article-8390201/amp/Pictured-Suspect-20-stabbed-cop-anti-looting-watch-neck-Brooklyn.html?amp_js_v=a3&amp;amp_gsa=1&amp;usqp=mq331AQFKAGwASA%3D#aoh=15915270850421&amp;referrer=https%3A%2F%2Fwww.google.com&amp;amp_tf=From%20%251%24s&amp;ampshare=https%3A%2F%2Fwww.dailymail.co.uk%2Fnews%2Farticle-8390201%2FPictured-Suspect-20-stabbed-cop-anti-looting-watch-neck-Brooklyn.html [Islamic terrorism: MO-knife jihad attack on NYPD officer as jihadi hollers Allah-u-akbar, gave allegiance to Allah]",religion,en,0.9999961521249574,2,568
16602,"i gotta say, as a christian woman I don’t think we’re going about it the right way. I get it, protect the lives of the unborn babies (pls don’t tell me when life begins im not here to talk about that) &amp; im not for abortions..but taking away a woman’s choice is not the right way",religion,en,0.999994473845129,2,282
16619,Now THIS is something that North American Christians SHOULD support instead of Trump: ‘It’s a Miracle’: Helsinki’s Radical Solution to Homelessness - The Guardian - Pocket https://getpocket.com/explore/item/it-s-a-miracle-helsinki-s-radical-solution-to-homelessness?utm_source=twtrsynd&amp;utm_medium=social #PublicHousing #Finland #SocialHousing #Homelessness,religion,en,0.9999980812306742,2,360
16620,"Terrorism, jihad words came 4m pakistan 4m many many years &amp; India suffering even now. 98% of world terror organizations are from that only. This is accepted by all &amp; world is calling so. PM Modi told in 2014 that no good/bad terrorist.Terrorism is againt humanity,has no religion",religion,en,0.9999951167156856,2,288
16686,"Pakistan, a Muslim country, but ISIS could never stand there. Even their report says, those who got captured looked like Islam, but with tattoos, that's not allowed in Islam &amp; were not able to quote a verse of Quran. Real Islam not support terrorism. Terrorists has no religion.",religion,en,0.999995803695716,2,282
16701,"Mr. President @realDonaldTrump American patriots &amp; Christians do not support you because you're perfect, but because Diseased Thinking Radical Supremacists think they are &amp; want to dismiss our personal sovereignty to rule over us in the name of their cult religion. You don't!",religion,en,0.9999969062725548,2,284
16704,#Jihad_Jihadi_Mukt_Bharat is MUST Any TRUE MUSLIM who follows Aasmani-Kitaab Doctrines of Ghazwa-e-Hind Dar-ul-Harb JIHAD can't b called INSAAN anymore&gt; bcoms Jihadi Narpashu-Narpishach-Shaitan-Rioters-Looters-Rapists-Terrorists conspiring against Kaffirs&gt;Hindus-Hindutva-Humanity,religion,en,0.9999966185528856,2,286
16727,"What the hell is going on here??? Should have known, hope all of you idiot liberals calling for defunding police are happy??? Minnesota GOP lawmaker says Antifa and Muslim organization plan to ‘police Minneapolis under Muslim rule’ https://minnesotareformer.com/briefs/minnesota-gop-lawmaker-says-antifa-and-muslim-organization-plan-to-police-minneapolis-under-muslim-rule/ via @mnreformer",religion,en,0.9999976950382948,2,389
16731,You dragged religion into everythin while it has nothing to do with what I think of someone.U r hating my religion &amp; that’s crystal clear from every single word of u.U are full of hate for around 1.8 B Muslims while you have problems with me disliking one idiot @Malala.Hypocrite!,religion,en,0.9999970051979457,2,284
16774,"Human Rights News (World) @HRNewsWorld BIHAR: A Christian woman was stripped naked, beaten &amp; paraded through the streets by radical #RSS goons.The group burned her house before they dragged her out onto the street.India is becoming a ""dangerous place"" for minorities. @cjwerlema",religion,en,0.9999979696177468,2,282
16778,Idiot the government won’t need to boycott him the public will do that come next election have you been paying attention to whom he as put in his cabinet and his performances at his he CPS like stopping police from charging Muslim rape gangs &amp; jimmy savile case no boycott needed,religion,en,0.9999975927363268,2,283
16781,Muslims-Jihadis-Terrorists r Invaders-Traitors-Predators-Barbarians who r conspiring Ghazwa-e-Hind Dar-ul-Harb JIHAD against Hindus-Hindutva-Hindusthan-Humanity &gt;PREDATORS can't b called VICTIMS once HINDU Rashtra-Rakshak Kshatriya-Bharat Warriors r taking charge of the situation,religion,en,0.9999954826124856,2,283
16791,Fck of idiot. There is #LovsJihad exactly going on Targeting Non Muslim girls to make Muslim children &amp; cutting of the girl's lineage and next generation. Otherwise why don't you see Muslim women &amp; Non Muslim men in this?? In many countries that is even banned and only one side.,religion,en,0.9999965897080066,2,287
16829,"> Another fine surprise was the existence of a Christian woman as the lead cop in the story. Yeah, enough with people of faith being mocked left and right for the sake of making political points. The dynamics between Wever and Collette helped expand the case into hot discussions&gt;",religion,en,0.9999962406990356,2,283
16860,"A Pakistani court has sentenced 86 members of a far right religious party to 55-year prison terms each for taking part in violent protests against the acquittal of a Christian woman in a blasphemy case, party officials say. https://www.aljazeera.com/news/2020/01/pakistani-activists-sentenced-blasphemy-protests-200117092607998.html",religion,en,0.9999986983669016,2,332
16866,"Ugh, yeah because people who go to church are so loving. One Christian woman told me to call her if I ever was feeling suicidal, I did. She told me I didn’t pray for the right things, I had the devil in me &amp; I was manipulative. She then left me alone daring me to take my life.",religion,en,0.999995346957356,2,281
16883,"Are you an idiot? Or you're living in 18th century? Bengal &amp; Bihar have stopped it. Stop spreading fake news. Yes,we had Sati &amp; Bali, with time we've moved ahead &amp; abandoned it. Now it's Muslims turn to do so, we'll accept that they don't live in Barbaric era of 6th Century.",religion,en,0.9999965375858936,2,287
16899,"Hi Jazeera Suppose an African Christian woman displaced by terrorism crosses the Red Sea &amp; makes it to Qatar in hope of seeking refuge, citizenship, and a dignified life. What are the chances of her getting any of that frm #Qatar? @malonebarry @FemiOke @baysontheroad @AJStream",religion,en,0.9999973653963462,2,281
16997,Lol look at the person who is telling me this? Do u ppl respect?&amp; what I'm saying is universal fact! UNITED NATION says it! US president says it Radical islamic terrorism! &amp; Ppl frm country who r systematically killing ther own minorities r telling this philosophical thg! Joke,religion,en,0.9999977867780832,2,285
17015,"I wish India would rise right now against Islamic terrorism &amp; killing of Mr Pandita or Abhinav,Dilbar Negi &amp; many others in Delhi Riots,wish India spoke against Gandhi's for Sikh genocide &amp; genocide of Kashmiri Pandits by islamic terrorists &amp;when u tweet to instigate riots",religion,en,0.9999976365064936,2,289
17037,There has never been a historical Assamese Muslim society... you think Ahoms will let Miyas stay &amp; push Islam in Assam? The Miyas make up historical narratives all the time... then the Commies &amp; other useful idiots spread these lies &amp; historical revisions like the holy gospels...,religion,en,0.9999970536638698,2,292
17038,This verse from surah al Ma'idah .. shows you that muslims just don't do what the quran says cuz if they did ISIS would've never existed they just follow what they want and what they desire. If you read the Quran you would understand that muslims aren't terrorists! Educate urself https://twitter.com/HowBoutNosweeti/status/1266128009901326339,religion,en,0.9999950439997768,2,343
17069,So Islam is a tablet that you push down the throat of someone followed by a glass of water and they become Muslim? It's a life time process idiot. Who guards them for the rest of their lives that they don't revert back to Hinduism? Who is converting Europeans &amp; Americans to Islam,religion,en,0.9999962726973596,2,284
17091,As a Christian woman please let me say: it is illogical to use religious reasons to support your opposition. Saying no one should have that right is assuming everyone lives their life by YOUR ideology/faith &amp;completely ignores that people simply follow OTHER RELIGIONS &amp;WORLDVIEWS,religion,en,0.9999974875782438,2,288
17095,"#LiberalParty #Trudeau AT IT AGAIN! EVERY UNION,LOBBYIST, FOREIGN INTEREST, COMMUNIST, RADICAL...CAN SUPPORT THEM, BUT ITS INVESTIGATION TIME IF YOUR #Christian &amp;SUPPORT A CONSERVATIVE, SHAME!! Elections #Canada is investigating pro-lifers https://youtu.be/L98S47mhHd0 via @YouTube",religion,en,0.9999969223491192,2,285
17122,"Mueller, 26, was an American Christian woman and human rights activist who was kidnapped by ISIS terrorists. 'Something that people should know': Mission to kill #Baghdadi named after ISIS victim Kayla Mueller https://www.washingtonexaminer.com/news/something-that-people-should-know-mission-to-kill-baghdadi-named-for-isis-victim-kayla-mueller?_amp=true&amp;__twitter_impression=true",religion,en,0.999995968621599,2,384
17132,"So many lies about Hillary. They have really done a number on her. If you only knew- she is a God-fearing, Christian woman who practices her faith &amp; has done more good for women &amp; children than most of you reading this. Stop watching the far right media &amp; do your own research.",religion,en,0.9999966712996172,2,289
17141,"Do you support an open, #progressive and theologically radical voice within Christianity? Are you worried by the shrillness of conservative Christian voices, &amp; the damaging effect they have on people’s perception of #Christianity? Visit PCN Britain! https://www.pcnbritain.org.uk/",religion,en,0.9999977489259286,2,284
17199,"Bombshell: George Soros Under Investigation…It’s About Time! | Tea Party 247 Behind every suspicious event wondered has t $came-to support radical,communist anti Semitic anti Christian&amp;thugs such as onlymatter,Antifa illegals in USfollow t$trail Soros https://www.teaparty247.org/bombshell-george-soros-under-investigation-its-about-time/",religion,en,0.999995673856444,2,342
17207,"blm,antifa,Muslim brotherhood,BDS(Boycott divestment and sanctions),ISM(International solidarity movement),RPC OR REVCOM( Revaluation Communist party),Democrats, the useful idiot rioters,Linda Sarsour,Nihad Awad &amp; the council of American-Islamic relations,National lawyers guild,",religion,en,0.999996710154206,2,283
17219,"As a Christian who decided to ""keep the faith,"" the positive, radical ""care for the poor &amp; the downtrodden"" is why I did - &amp; integral to who I am today. So to see Evangelicals support Tr*mp, who represents everything Jesus hated is appalling. https://youtu.be/pqGd9fHz0jg via @YouTube",religion,en,0.9999979297139546,2,292
